Generation,GibberishLevel
1,2.198667166
1,2.440819441
1,2.26406224
1,2.184242187
1,2.426701294
1,2.389572154
1,2.34332966
1,2.558825344
1,2.710939915
1,2.469170508
1,2.531478956
1,2.23030182
1,2.333045012
1,2.470267487
1,2.375301873
1,2.54105496
1,2.445735903
1,2.395007425
1,2.378696726
1,2.578075363
1,1.958565401
1,2.621995384
1,2.266284404
1,2.498130578
1,2.048698649
1,2.434973458
1,1.980094569
1,2.219476571
1,1.883182151
1,2.453675394
1,2.336313178
1,2.127824811
1,2.416651149
1,2.525845791
1,2.581003026
1,2.473166576
1,2.422124518
1,2.57524164
1,2.023110116
1,2.404137424
1,2.395349885
1,2.460589634
1,2.314489082
1,2.452655719
1,2.245167492
1,2.617088494
1,2.573108253
1,2.379859558
1,2.596895463
1,2.453949264
1,2.351080572
1,2.601702377
1,2.164299668
1,2.384017639
1,2.442972021
1,2.381101134
1,2.498134962
1,2.24384892
1,2.494437415
1,2.587138395
1,2.586576258
1,2.257636823
1,2.649092532
1,2.487486994
1,2.243526359
1,2.38710734
1,2.540616736
1,2.024071374
1,2.511412988
1,2.414143851
1,2.547058666
1,2.324868903
1,2.411190685
1,2.42926831
1,2.350886896
1,2.480943995
1,2.006510071
1,2.492288206
1,1.635746693
1,2.50657386
1,2.259459869
1,2.218323371
1,2.758074791
1,2.600713687
1,2.044880761
1,2.064526561
1,2.273672842
1,2.364605977
1,2.389613567
1,2.167348737
1,2.536481222
1,1.910783362
1,2.441758261
1,2.410748029
1,1.964429989
1,2.225906993
1,2.360877097
1,2.723421093
1,2.362738413
1,2.533293076
1,2.440561617
1,2.080361406
1,2.557956991
1,2.332518172
1,2.426174773
1,1.919219218
1,1.910121055
1,2.36057081
1,2.478826752
1,1.529874501
1,2.395176651
1,1.624695498
1,2.385094323
1,2.590356228
1,2.872288629
1,2.448330851
1,2.417071508
1,2.46511205
1,2.660572294
1,1.772033045
1,1.320070745
1,2.484221439
1,1.739261846
1,2.546061186
1,2.325155895
1,2.195979317
1,2.229337687
1,2.512389051
1,2.431614825
1,2.379081148
1,2.269443083
1,2.618901941
1,2.499233004
1,2.65753774
1,2.153107815
1,2.380947137
1,2.291344305
1,2.356374107
1,2.071658997
1,2.346584747
1,2.486599215
1,1.833356622
1,2.283029157
1,2.732741767
1,2.485163047
1,2.429018869
1,2.262773906
1,2.256523934
1,2.219173972
1,2.535945298
1,2.435073133
1,2.494504266
1,2.480327332
1,2.41315572
1,2.010343985
1,2.674002847
1,2.616119891
1,2.162984352
1,2.08686525
1,2.372475748
1,2.457216394
1,2.737453334
1,2.821102063
1,2.106500401
1,1.462781775
1,2.4125246
1,2.076248596
1,2.423508917
1,2.317381679
1,2.540411281
