neuron_id,layer,pearson_correlation
111,9,0.519514043
111,10,-0.457978954
111,11,-0.368563487
111,12,-0.345100506
112,1,0.379790013
112,2,-0.743553195
112,3,-0.462966689
112,4,-0.450319498
112,5,0.650129135
112,6,-0.313814591
112,7,-0.316307876
112,8,0.036612822
112,9,-0.67181845
112,10,0.028672645
112,11,0.379658453
112,12,-0.172699777
113,1,-0.630614274
113,2,0.134644385
113,3,-0.137700913
113,4,-0.276610316
113,5,0.818453409
113,6,-0.342052499
113,7,0.212330479
113,8,0.310491336
113,9,0.001407315
113,10,-0.101023322
113,11,0.228145738
113,12,-0.245853558
114,1,0.371890706
114,2,0.552794193
114,3,0.563582503
114,4,0.651895847
114,5,0.227985945
114,6,-0.054203679
114,7,0.324826992
114,8,-0.359115529
114,9,0.618031472
114,10,0.429169468
114,11,0.522363271
114,12,-0.186392882
115,1,0.393904671
115,2,0.415281185
115,3,0.110598807
115,4,0.078902355
115,5,0.222130524
115,6,0.522927306
115,7,-0.278477608
115,8,0.301878742
115,9,0.212412207
115,10,-0.228992407
115,11,-0.205259947
115,12,-0.050833055
116,1,0.712409927
116,2,-0.198774482
116,3,-0.443587769
116,4,0.602880078
116,5,-0.106008267
116,6,0.17208811
116,7,0.286681261
116,8,0.233205808
116,9,0.055547591
116,10,0.257489648
116,11,-0.15710178
116,12,0.070934598
117,1,-0.19497607
117,2,-0.635973715
117,3,-0.684640145
117,4,-0.552336053
117,5,-0.585883832
117,6,-0.213774934
117,7,-0.641273786
117,8,-0.283149283
117,9,0.400629148
117,10,0.544841947
117,11,0.153470376
117,12,-0.160973174
118,1,-0.114172111
118,2,-0.347962043
118,3,-0.045188309
118,4,-0.486016765
118,5,0.711630012
118,6,-0.422684134
118,7,0.295234615
118,8,0.390456823
118,9,-0.05195496
118,10,0.020277526
118,11,-0.549285813
118,12,-0.419588265
119,1,0.078311592
119,2,0.026416688
119,3,0.014832656
119,4,0.127987925
119,5,-0.279772718
119,6,0.201028989
119,7,-0.244140655
119,8,0.513284207
119,9,0.350026958
119,10,-0.273486669
119,11,0.558752932
119,12,0.630457493
120,1,-0.12517953
120,2,-0.152381297
120,3,0.249196738
120,4,0.482861555
120,5,-0.508488988
120,6,-0.572433557
120,7,-0.208019004
120,8,-0.090184568
120,9,-0.38895806
120,10,-0.356727684
120,11,-0.230407994
120,12,-0.247361038
121,1,0.569062909
121,2,-0.198795629
121,3,-0.660900301
121,4,0.331761378
121,5,0.467315501
121,6,-0.07843615
121,7,-0.054093628
121,8,-0.177127641
121,9,0.674262909
121,10,-0.04786178
121,11,0.524669241
121,12,0.306660206
122,1,-0.49811612
122,2,-0.147605266
122,3,0.005894987
122,4,-0.226481856
122,5,0.635234329
122,6,-0.157592589
122,7,-0.376748544
122,8,-0.52129296
122,9,0.556068458
122,10,0.457704203
122,11,-0.672808933
122,12,-0.091491467
123,1,0.054975002
123,2,0.255457734
123,3,0.075143732
123,4,0.11862396
123,5,-0.348735575
123,6,-0.379218292
123,7,0.481480881
123,8,0.360622607
123,9,0.408770716
123,10,0.352820999
123,11,0.578089059
123,12,-0.490429503
124,1,-0.446270464
124,2,-0.388243668
124,3,-0.405720632
124,4,0.025326964
124,5,-0.197743394
124,6,0.589446901
124,7,0.270239287
124,8,0.335377915
124,9,-0.416921674
124,10,0.594999164
124,11,-0.568278769
124,12,-0.589856415
125,1,0.496648125
125,2,0.223954669
125,3,-0.365504679
125,4,0.155248731
125,5,-0.30692397
125,6,0.096736596
125,7,0.093754998
125,8,0.264732443
125,9,0.453499847
125,10,0.643833589
125,11,0.545568079
125,12,0.349819725
126,1,0.367182926
126,2,0.559061876
126,3,0.247581749
126,4,0.60869379
126,5,0.133813397
126,6,-0.626971734
126,7,0.305456676
126,8,0.267535041
126,9,-0.174099025
126,10,0.416808589
126,11,0.466635191
126,12,-0.074799941
127,1,0.187394729
127,2,0.412089793
127,3,0.24564648
127,4,0.173646145
127,5,-0.189485606
127,6,-0.630743413
127,7,0.060652032
127,8,0.079174674
127,9,-0.102246206
127,10,-0.636910178
127,11,-0.711705536
127,12,-0.547799082
128,1,-0.461193452
128,2,0.270155002
128,3,-0.024001611
128,4,0.101322716
128,5,-0.345785201
128,6,-0.420201375
128,7,0.447185078
128,8,-0.630688595
128,9,0.267906699
128,10,-0.545215788
128,11,-0.005883872
128,12,0.024174617
129,1,0.485166743
129,2,0.646291762
129,3,-0.169078966
129,4,0.464238945
129,5,-0.208125567
129,6,-0.313949489
129,7,-0.271102627
129,8,0.140558137
129,9,-0.383310626
129,10,-0.6990823
129,11,-0.044837783
129,12,-0.024319228
130,1,0.214467306
130,2,-0.093683047
130,3,-0.263429694
130,4,0.018183376
130,5,-0.051344415
130,6,-0.372124859
130,7,0.046184465
130,8,0.034904721
130,9,0.604549945
130,10,0.379500866
130,11,0.240822501
130,12,-0.108287108
131,1,-0.378965892
131,2,-0.537717039
131,3,0.277748754
131,4,-0.141331277
131,5,0.049994514
131,6,0.413411832
131,7,-0.227627484
131,8,-0.438205281
131,9,-0.426077247
131,10,-0.590781527
131,11,0.094527899
131,12,0.100319932
132,1,0.274356434
132,2,0.000974557
132,3,0.60025936
132,4,-0.323105518
132,5,-0.244339012
132,6,0.402296867
132,7,-0.450716415
132,8,-0.56714933
132,9,0.344574354
132,10,-0.405236654
132,11,-0.008249872
132,12,0.03064793
133,1,0.608429852
133,2,-0.222891394
133,3,-0.212638401
133,4,-0.395662858
133,5,-0.36707722
133,6,-0.047946822
133,7,0.006099093
133,8,-0.640499195
133,9,-0.360100505
133,10,-0.010606098
133,11,-0.580413522
133,12,-0.272348571
134,1,0.082204855
134,2,-0.624738161
134,3,-0.276897728
134,4,-0.478371529
134,5,-0.525265988
134,6,-0.55757761
134,7,-0.264723461
134,8,-0.208133382
134,9,-0.638897614
134,10,-0.29559152
134,11,0.406228129
134,12,-0.413457337
135,1,-0.039394734
135,2,0.179481777
135,3,0.19963403
135,4,-0.348561093
135,5,-0.117877335
135,6,-0.610866639
135,7,0.171219467
135,8,-0.536138268
135,9,0.661824135
135,10,0.248749568
135,11,0.379402606
135,12,-0.076486948
136,1,-0.530065452
136,2,0.589657448
136,3,0.536432507
136,4,-0.447188876
136,5,-0.055225942
136,6,0.669903981
136,7,0.368422552
136,8,-0.383539163
136,9,-0.328408491
136,10,-0.375137668
136,11,-0.54953081
136,12,-0.232817535
137,1,0.404508501
137,2,0.442638519
137,3,-0.216556256
137,4,-0.020266702
137,5,-0.315192849
137,6,-0.11845334
137,7,-0.133330051
137,8,-0.532280177
137,9,-0.216778375
137,10,-0.245093631
137,11,0.006548039
137,12,0.17205432
138,1,0.56895482
138,2,-0.185395547
138,3,0.109069731
138,4,0.750944033
138,5,-0.348253152
138,6,0.294239351
138,7,-0.25854092
138,8,0.778032111
138,9,-0.257987071
138,10,-0.337297811
138,11,0.409530427
138,12,0.197939061
139,1,0.378017603
139,2,-0.382565593
139,3,-0.130939884
139,4,-0.040316219
139,5,0.343824889
139,6,0.432765501
139,7,0.226085078
139,8,0.296603655
139,9,0.505489163
139,10,0.428776051
139,11,0.442754504
139,12,0.360016264
140,1,-0.370621723
140,2,-0.1317454
140,3,0.607942058
140,4,0.485011231
140,5,0.122188715
140,6,-0.046702829
140,7,0.436965938
140,8,-0.162245042
140,9,0.416699516
140,10,0.509026432
140,11,0.389940226
140,12,-0.078638717
141,1,0.420954774
141,2,-0.095631817
141,3,0.643511353
141,4,0.474912523
141,5,-0.199263106
141,6,0.386865629
141,7,0.025292016
141,8,0.567416123
141,9,0.736927257
141,10,0.394807695
141,11,0.439594612
141,12,-0.036807779
142,1,-0.589421164
142,2,0.098652248
142,3,-0.04256352
142,4,-0.17215824
142,5,-0.299437291
142,6,0.432531544
142,7,0.407054196
142,8,0.425685858
142,9,0.561275391
142,10,0.385863129
142,11,0.543291333
142,12,-0.043597487
143,1,0.463462721
143,2,0.675016032
143,3,0.620797554
143,4,0.827066361
143,5,0.380248734
143,6,0.077161022
143,7,-0.185833499
143,8,-0.659485015
143,9,-0.187994761
143,10,-0.437880094
143,11,-0.347582594
143,12,-0.177394256
144,1,-0.445997406
144,2,0.02263702
144,3,0.716014954
144,4,0.25473651
144,5,-0.240458158
144,6,0.447731173
144,7,0.034023559
144,8,0.336372348
144,9,-0.362693641
144,10,-0.013652441
144,11,-0.588770593
144,12,0.094327971
145,1,0.757318631
145,2,-0.597993148
145,3,0.014541936
145,4,-0.030596086
145,5,-0.605891623
145,6,0.105814902
145,7,-0.389562394
145,8,0.671616492
145,9,-0.414882624
145,10,-0.191513864
145,11,0.165190541
145,12,-0.1509429
146,1,-0.36819437
146,2,0.170827789
146,3,-0.119275575
146,4,-0.314250438
146,5,0.253003676
146,6,0.487197707
146,7,-0.284213742
146,8,0.058855022
146,9,0.414831301
146,10,-0.588040108
146,11,0.152468069
146,12,0.525087411
147,1,0.247173277
147,2,-0.542272396
147,3,0.713499884
147,4,0.631186661
147,5,0.291777265
147,6,0.546867018
147,7,0.146005713
147,8,-0.350493149
147,9,0.685120953
147,10,0.114182557
147,11,0.129330327
147,12,0.244602728
148,1,0.624953103
148,2,0.278500857
148,3,-0.325442757
148,4,0.529423971
148,5,-0.283554261
148,6,-0.215225634
148,7,0.690923599
148,8,0.2346038
148,9,-0.348219487
148,10,-0.57037175
148,11,0.324453063
148,12,0.015001659
149,1,-0.007592708
149,2,-0.699948503
149,3,0.066376251
149,4,0.066193342
149,5,0.348897711
149,6,-0.457359241
149,7,-0.577296543
149,8,0.239009324
149,9,0.217583965
149,10,0.512402657
149,11,0.135815915
149,12,-0.538151945
150,1,-0.107104208
150,2,-0.21545858
150,3,0.646311148
150,4,0.192471252
150,5,-0.44720011
150,6,0.357593188
150,7,-0.246575581
150,8,-0.776317087
150,9,0.530519284
150,10,0.349707257
150,11,0.473226528
150,12,0.300796663
151,1,0.511642112
151,2,-0.568919598
151,3,-0.081368555
151,4,0.304214853
151,5,-0.319679128
151,6,-0.269998555
151,7,-0.044069078
151,8,0.043617397
151,9,-0.038197165
151,10,-0.508231815
151,11,-0.356714671
151,12,-0.475144332
152,1,0.220212975
152,2,0.5022986
152,3,0.505923671
152,4,0.474950407
152,5,0.502354565
152,6,0.410230132
152,7,0.183542261
152,8,0.52933293
152,9,0.211141323
152,10,-0.295368407
152,11,0.165616234
152,12,-0.137278526
153,1,0.72569235
153,2,0.210155548
153,3,-0.705324003
153,4,-0.107119495
153,5,-0.268690608
153,6,0.327500879
153,7,-0.399442831
153,8,0.3078541
153,9,-0.06293095
153,10,0.014162281
153,11,-0.32286816
153,12,0.550056934
154,1,0.056876589
154,2,0.271702336
154,3,0.259573666
154,4,-0.507815106
154,5,-0.333816426
154,6,-0.343653182
154,7,0.295296099
154,8,-0.322764811
154,9,0.320787172
154,10,-0.143487582
154,11,-0.767808884
154,12,-0.049507998
155,1,0.520914881
155,2,0.350281549
155,3,0.312058956
155,4,0.48275319
155,5,-0.297974392
155,6,-0.120364008
155,7,0.420480134
155,8,0.554780495
155,9,0.006879199
155,10,-0.12694613
155,11,0.408933528
155,12,0.625517549
156,1,-0.73205
156,2,0.023788693
156,3,0.49037728
156,4,0.372416412
156,5,0.47859085
156,6,0.508648065
156,7,0.232667173
156,8,0.68571061
156,9,0.763662256
156,10,-0.350626357
156,11,-0.805630626
156,12,-0.608007332
157,1,-0.126134285
157,2,-0.075444409
157,3,0.739477512
157,4,-0.466915572
157,5,-0.071547135
157,6,0.342322576
157,7,0.36054039
157,8,-0.362011064
157,9,0.390601779
157,10,0.54261546
157,11,0.754522096
157,12,0.677337681
158,1,0.674889326
158,2,0.210056098
158,3,0.462921122
158,4,0.628797307
158,5,-0.349293858
158,6,-0.063031546
158,7,0.029523653
158,8,-0.513925566
158,9,-0.257400071
158,10,-0.299568062
158,11,-0.472973484
158,12,0.051505257
159,1,0.649505184
159,2,0.639126253
159,3,0.356351615
159,4,-0.492683927
159,5,0.385729353
159,6,0.271675686
159,7,-0.099107782
159,8,0.183758741
159,9,0.537952137
159,10,0.388274382
159,11,0.620614905
159,12,0.680052689
160,1,0.168255071
160,2,0.030551698
160,3,0.09564091
160,4,0.315810734
160,5,-0.189135533
160,6,0.141542749
160,7,-0.087904827
160,8,0.458208293
160,9,-0.275796052
160,10,-0.404585593
160,11,0.424778123
160,12,0.584081848
161,1,0.391924807
161,2,0.35643122
161,3,0.162585715
161,4,0.250456939
161,5,0.529848397
161,6,0.237339226
161,7,-0.189342887
161,8,0.400858469
161,9,0.35410712
161,10,0.105797156
161,11,0.257002648
161,12,0.143764726
162,1,-0.610582998
162,2,-0.053057235
162,3,0.365311469
162,4,-0.473893205
162,5,-0.313425967
162,6,-0.068252346
162,7,-0.434957562
162,8,0.256657744
162,9,0.639537459
162,10,0.555313943
162,11,-0.235422888
162,12,-0.487139695
163,1,0.483960618
163,2,-0.22032961
163,3,-0.168847325
163,4,0.208708932
163,5,-0.61944639
163,6,0.371012956
163,7,-0.326147884
163,8,0.424403526
163,9,-0.516710593
163,10,-0.18732787
163,11,-0.586250552
163,12,0.16085235
164,1,0.145013724
164,2,0.084348448
164,3,0.487632004
164,4,-0.13110291
164,5,0.815765478
164,6,0.314850387
164,7,0.568652155
164,8,0.09889019
164,9,-0.341526662
164,10,0.55563012
164,11,0.095863059
164,12,0.169561243
165,1,0.529547169
165,2,0.32948776
165,3,0.419860819
165,4,0.777917256
165,5,0.456715372
165,6,-0.009107026
165,7,0.550690943
165,8,0.332543349
165,9,-0.398453652
165,10,0.397702846
165,11,-0.055815527
165,12,-0.308039965
166,1,-0.64275222
166,2,-0.572186978
166,3,0.132498347
166,4,-0.089593147
166,5,0.470266478
166,6,0.398217713
166,7,-0.271377718
166,8,0.237109317
166,9,-0.379250242
166,10,-0.263808267
166,11,-0.629810971
166,12,0.065425207
167,1,0.421686251
167,2,-0.127517555
167,3,-0.272541789
167,4,0.374990188
167,5,-0.022633088
167,6,-0.41300832
167,7,-0.327242516
167,8,-0.703586305
167,9,0.547149707
167,10,-0.164176725
167,11,-0.240887386
167,12,-0.036260805
168,1,-0.425847469
168,2,-0.449445572
168,3,-0.103332708
168,4,-0.344155725
168,5,-0.214850165
168,6,-0.310197099
168,7,-0.472201927
168,8,-0.440055076
168,9,-0.055247835
168,10,-0.331950105
168,11,-0.51087553
168,12,0.002727378
169,1,0.210411027
169,2,0.363570281
169,3,-0.313866175
169,4,0.301103663
169,5,0.717925407
169,6,0.707632344
169,7,0.465843109
169,8,0.711467676
169,9,0.642949873
169,10,-0.600823172
169,11,-0.332280526
169,12,-0.082601351
170,1,0.698714955
170,2,-0.215779607
170,3,0.340584369
170,4,0.640651791
170,5,0.448338548
170,6,-0.607282065
170,7,0.289088226
170,8,-0.602646224
170,9,0.572885303
170,10,0.110350655
170,11,0.287547859
170,12,-0.348638292
171,1,0.513396572
171,2,0.380770096
171,3,0.125593423
171,4,-0.300456595
171,5,0.116641225
171,6,0.299190462
171,7,0.181640896
171,8,0.463585143
171,9,-0.495208164
171,10,-0.241568784
171,11,0.335492776
171,12,0.316518773
172,1,0.630101797
172,2,-0.168581963
172,3,0.15933859
172,4,-0.537626784
172,5,-0.562777272
172,6,0.463204962
172,7,0.42496111
172,8,-0.221603587
172,9,-0.143755777
172,10,0.550631322
172,11,-0.223069399
172,12,0.461538292
173,1,-0.604685797
173,2,-0.034977606
173,3,0.064472813
173,4,-0.208722661
173,5,0.02593952
173,6,-0.160460178
173,7,0.087518267
173,8,-0.448431538
173,9,0.531662124
173,10,-0.491444902
173,11,0.329818971
173,12,0.467170911
174,1,-0.353718675
174,2,-0.650621759
174,3,-0.48369087
174,4,-0.687806811
174,5,-0.06253183
174,6,-0.468593599
174,7,-0.486271271
174,8,0.081539211
174,9,-0.629012773
174,10,0.274786527
174,11,-0.514913049
174,12,0.183958694
175,1,0.580670622
175,2,0.362055798
175,3,-0.704827204
175,4,-0.139515184
175,5,-0.163056257
175,6,-0.566942693
175,7,-0.737134608
175,8,-0.764552544
175,9,-0.025992197
175,10,0.083951838
175,11,0.784418345
175,12,-0.04458001
176,1,0.112041717
176,2,-0.571767957
176,3,-0.259224579
176,4,0.660037392
176,5,-0.403508827
176,6,-0.261353125
176,7,-0.62233273
176,8,0.618612682
176,9,-0.201407768
176,10,-0.395380167
176,11,-0.027889562
176,12,0.069858081
177,1,0.605066673
177,2,0.25414518
177,3,-0.07238541
177,4,0.136335925
177,5,0.559665209
177,6,-0.438787878
177,7,-0.449348525
177,8,0.137355163
177,9,-0.282452652
177,10,-0.303360491
177,11,-0.670663308
177,12,-0.113451382
178,1,-0.076565836
178,2,-0.341283498
178,3,-0.527278424
178,4,0.198754655
178,5,-0.249557382
178,6,0.199809511
178,7,-0.379792303
178,8,0.025949342
178,9,0.381050743
178,10,-0.619700485
178,11,0.168822578
178,12,-0.351607076
179,1,0.557835606
179,2,0.401310242
179,3,0.025180101
179,4,0.331540457
179,5,-0.169450942
179,6,-0.138056867
179,7,0.55972766
179,8,0.580692759
179,9,0.429202806
179,10,-0.021171034
179,11,-0.151253257
179,12,0.012066748
180,1,0.474038809
180,2,-0.247675695
180,3,-0.242852956
180,4,0.243699812
180,5,-0.497744616
180,6,-0.639197453
180,7,-0.652246474
180,8,-0.613312579
180,9,-0.326160339
180,10,-0.222673446
180,11,0.320487153
180,12,-0.438447759
181,1,-0.579778406
181,2,-0.255651039
181,3,0.440051867
181,4,-0.621014655
181,5,0.470975903
181,6,-0.10821088
181,7,-0.399918759
181,8,-0.601285046
181,9,-0.320024465
181,10,0.47632321
181,11,0.675483916
181,12,-0.363224952
182,1,0.664580271
182,2,-0.130237774
182,3,0.210771177
182,4,0.061774824
182,5,-0.103782765
182,6,-0.11516855
182,7,0.166526794
182,8,-0.194431489
182,9,-0.232597416
182,10,-0.491924406
182,11,-0.71559162
182,12,0.619738339
183,1,0.426208377
183,2,0.733447533
183,3,-0.116698437
183,4,-0.265338259
183,5,-0.270266698
183,6,-0.442346663
183,7,-0.239809347
183,8,0.785401854
183,9,0.063381033
183,10,-0.517525845
183,11,0.34957161
183,12,0.221344831
184,1,0.331379142
184,2,0.4136163
184,3,0.66843511
184,4,-0.224956557
184,5,0.326423298
184,6,0.529251106
184,7,-0.493766877
184,8,0.276530626
184,9,0.325782956
184,10,-0.22353671
184,11,0.182220537
184,12,-0.09523462
185,1,-0.020988528
185,2,-0.507822944
185,3,-0.187361322
185,4,0.183442269
185,5,0.009335638
185,6,-0.60498888
185,7,-0.283051528
185,8,-0.4378144
185,9,-0.138562887
185,10,-0.383856178
185,11,-0.124610231
185,12,-0.467320889
186,1,-0.579307596
186,2,-0.507468388
186,3,0.120151911
186,4,0.142928829
186,5,-0.433431243
186,6,-0.180274785
186,7,-0.27681626
186,8,0.286823183
186,9,0.340531501
186,10,0.197279436
186,11,-0.58171358
186,12,0.179075035
187,1,0.689595457
187,2,-0.585919566
187,3,0.366214418
187,4,0.439485862
187,5,-0.179583625
187,6,0.181907751
187,7,0.377459375
187,8,-0.340821087
187,9,0.448884208
187,10,-0.284601884
187,11,-0.154028883
187,12,0.244958783
188,1,0.258573438
188,2,0.686999122
188,3,0.580894781
188,4,0.235857431
188,5,-0.555289081
188,6,-0.648931936
188,7,0.243894135
188,8,-0.073603932
188,9,-0.369652523
188,10,0.532888759
188,11,-0.747338073
188,12,-0.487125921
189,1,0.482193223
189,2,0.144711158
189,3,-0.357889199
189,4,-0.079706006
189,5,-0.579923547
189,6,0.190878186
189,7,-0.62732995
189,8,0.096380234
189,9,-0.763485468
189,10,0.11445924
189,11,-0.474805133
189,12,-0.216151953
190,1,-0.733000948
190,2,0.548054367
190,3,0.495971917
190,4,-0.081768116
190,5,0.364325969
190,6,0.734900681
190,7,-0.052454217
190,8,0.687660578
190,9,0.19731676
190,10,0.270736558
190,11,-0.549766612
190,12,-0.349615889
191,1,0.148355143
191,2,0.410607135
191,3,-0.146177977
191,4,-0.17530979
191,5,-0.055462704
191,6,0.248152604
191,7,0.063948504
191,8,0.644970047
191,9,0.526746322
191,10,-0.146740816
191,11,0.645417953
191,12,-0.090661516
192,1,0.628796986
192,2,-0.39896317
192,3,-0.188900587
192,4,-0.284905161
192,5,-0.366975972
192,6,-0.343986449
192,7,-0.445264718
192,8,-0.65553634
192,9,-0.047095391
192,10,-0.297348482
192,11,-0.047187334
192,12,-0.02711433
193,1,-0.424722064
193,2,-0.116576171
193,3,-0.0598266
193,4,0.119803453
193,5,-0.761007031
193,6,-0.007070408
193,7,-0.220688914
193,8,-0.609609693
193,9,-0.038298738
193,10,0.428455969
193,11,0.216137971
193,12,0.130172563
194,1,0.213029812
194,2,-0.534367401
194,3,0.460077306
194,4,-0.254397615
194,5,-0.433707606
194,6,0.684943706
194,7,-0.520944855
194,8,-0.181580232
194,9,-0.64459764
194,10,-0.082029959
194,11,-0.640769772
194,12,-0.281442875
195,1,0.711766784
195,2,-0.184388134
195,3,0.473440385
195,4,0.549378019
195,5,-0.279524753
195,6,0.035820106
195,7,-0.149533757
195,8,-0.347769783
195,9,0.260837814
195,10,0.630089146
195,11,0.263878328
195,12,-0.257061194
196,1,-0.344221992
196,2,-0.51618486
196,3,-0.619411594
196,4,-0.54769782
196,5,-0.571295997
196,6,-0.410316644
196,7,-0.425329123
196,8,-0.541110274
196,9,-0.061261594
196,10,-0.417420996
196,11,-0.489044128
196,12,-0.002832715
197,1,0.484773517
197,2,0.697862159
197,3,0.64008268
197,4,0.629145795
197,5,0.897477017
197,6,0.575855059
197,7,-0.466829418
197,8,-0.014710539
197,9,0.506252357
197,10,0.120874288
197,11,-0.557714956
197,12,-0.442489466
198,1,-0.411179056
198,2,0.339684555
198,3,0.434177893
198,4,0.545186759
198,5,0.429691184
198,6,-0.018327346
198,7,0.378346933
198,8,-0.240479223
198,9,-0.756390499
198,10,-0.513617563
198,11,0.430276744
198,12,-0.245682669
199,1,-0.253655063
199,2,0.628370573
199,3,0.390065131
199,4,0.463901511
199,5,0.243242076
199,6,-0.38388947
199,7,-0.087358121
199,8,-0.525977344
199,9,-0.283706487
199,10,0.373625696
199,11,-0.356440663
199,12,-0.119591659
200,1,0.655086843
200,2,0.195964219
200,3,-0.121725449
200,4,-0.274596315
200,5,0.237351395
200,6,0.050348239
200,7,0.354427943
200,8,-0.335309792
200,9,0.349337165
200,10,0.521437101
200,11,-0.43003987
200,12,-0.324166426
201,1,0.474820679
201,2,-0.266460359
201,3,0.410064508
201,4,0.615119276
201,5,-0.065926171
201,6,-0.009810705
201,7,0.429583336
201,8,0.677238151
201,9,-0.383435181
201,10,0.599685899
201,11,0.654407871
201,12,0.51718293
202,1,0.193839439
202,2,0.481631447
202,3,0.256448964
202,4,0.462123295
202,5,-0.079302437
202,6,0.432823143
202,7,0.481001408
202,8,-0.089829862
202,9,-0.036658994
202,10,-0.342093436
202,11,0.401970458
202,12,0.198214949
203,1,0.705516386
203,2,0.096143547
203,3,0.705758986
203,4,0.560201153
203,5,0.626423796
203,6,0.430486954
203,7,0.586189544
203,8,0.188994716
203,9,-0.021717834
203,10,-0.542169551
203,11,0.52142604
203,12,-0.291658049
204,1,-0.160973632
204,2,0.43333142
204,3,-0.228874739
204,4,-0.077722674
204,5,0.151782954
204,6,0.532302363
204,7,0.159953961
204,8,0.268755768
204,9,-0.249510754
204,10,-0.317405884
204,11,-0.375490731
204,12,0.033505764
205,1,-0.047675422
205,2,0.746432649
205,3,0.504313115
205,4,0.728136262
205,5,0.465840941
205,6,0.525669672
205,7,0.238886492
205,8,0.140119731
205,9,0.721759642
205,10,0.479130677
205,11,0.558691292
205,12,-0.346298166
206,1,0.460294157
206,2,-0.34393258
206,3,-0.470297098
206,4,0.103559697
206,5,0.212693521
206,6,-0.143919484
206,7,0.628864458
206,8,0.376749845
206,9,-0.528789326
206,10,-0.33299371
206,11,-0.275917219
206,12,-0.010802568
207,1,0.676112904
207,2,0.507193991
207,3,0.429648416
207,4,-0.449884844
207,5,0.442675637
207,6,-0.457710317
207,7,0.082951903
207,8,0.008175194
207,9,-0.538053464
207,10,0.167111836
207,11,-0.538329354
207,12,-0.506354667
208,1,-0.301563131
208,2,-0.19118781
208,3,0.504882814
208,4,-0.291322825
208,5,0.16893445
208,6,-0.319866937
208,7,0.608325536
208,8,-0.361363566
208,9,-0.415114353
208,10,0.618958981
208,11,0.213266328
208,12,0.363076793
209,1,0.393958166
209,2,0.071597454
209,3,0.320173907
209,4,0.337074869
209,5,0.165408454
209,6,0.430009972
209,7,0.505355771
209,8,0.127145053
209,9,0.107056746
209,10,0.400489469
209,11,-0.389628519
209,12,-0.101772515
210,1,-0.235343304
210,2,-0.058044587
210,3,-0.603539053
210,4,-0.177111418
210,5,-0.203379563
210,6,-0.626610393
210,7,0.323101209
210,8,-0.597576894
210,9,0.411080969
210,10,-0.637780619
210,11,-0.692117344
210,12,-0.399263636
211,1,-0.482065067
211,2,-0.39016488
211,3,-0.500735386
211,4,-0.437718875
211,5,-0.076571574
211,6,0.620412909
211,7,-0.078938567
211,8,-0.172908371
211,9,-0.361593765
211,10,0.194861397
211,11,-0.353694945
211,12,-0.364682704
212,1,-0.451286543
212,2,-0.104374349
212,3,-0.062000968
212,4,0.056434504
212,5,-0.059361096
212,6,-0.221694498
212,7,0.086293234
212,8,0.093113421
212,9,0.157940425
212,10,-0.299430095
212,11,-0.323016864
212,12,0.34476698
213,1,-0.02242728
213,2,0.726433248
213,3,0.252153921
213,4,-0.240790617
213,5,0.271634731
213,6,-0.248779483
213,7,-0.365589566
213,8,0.54283802
213,9,0.227709988
213,10,-0.112841198
213,11,-0.3049045
213,12,0.26964538
214,1,-0.016155821
214,2,-0.66354989
214,3,-0.356840934
214,4,-0.455660228
214,5,0.003243985
214,6,0.266437705
214,7,-0.596860191
214,8,0.36964716
214,9,0.125488985
214,10,0.514902797
214,11,0.371445408
214,12,0.198836866
215,1,0.700570624
215,2,-0.493394465
215,3,0.578095576
215,4,0.27654483
215,5,0.564019123
215,6,-0.718032506
215,7,0.441889273
215,8,0.831711272
215,9,-0.678717203
215,10,-0.451395085
215,11,-0.181704325
215,12,0.031993041
216,1,0.05916484
216,2,0.086997794
216,3,0.753654713
216,4,-0.428083537
216,5,0.008448022
216,6,-0.020143026
216,7,0.260406825
216,8,-0.516662278
216,9,-0.329676059
216,10,-0.434258844
216,11,-0.507459179
216,12,0.447303918
217,1,-0.635774632
217,2,-0.048543059
217,3,0.043429915
217,4,-0.012818709
217,5,-0.101432938
217,6,-0.340859685
217,7,-0.551067795
217,8,-0.374613904
217,9,-0.27243285
217,10,-0.310887102
217,11,-0.631084051
217,12,-0.599170914
218,1,0.619335688
218,2,-0.053472893
218,3,0.141002362
218,4,0.048095385
218,5,0.580920767
218,6,0.08265962
218,7,-0.103937449
218,8,0.155379884
218,9,0.212548787
218,10,0.402790433
218,11,0.032489729
218,12,-0.508969823
219,1,0.630818371
219,2,-0.66419798
219,3,-0.172862042
219,4,-0.191611154
219,5,-0.229371618
219,6,0.565708184
219,7,0.46554533
219,8,-0.46138434
219,9,-0.556604198
219,10,-0.483647398
219,11,-0.312736664
219,12,0.44329385
220,1,-0.491569068
220,2,-0.314201398
220,3,0.348978464
220,4,0.396245468
220,5,0.630431193
220,6,0.058540835
220,7,-0.636643177
220,8,0.046089877
220,9,0.393676418
220,10,0.63114955
220,11,-0.41642564
220,12,0.588318513
221,1,-0.78078885
221,2,0.216599281
221,3,0.536506967
221,4,0.365570116
221,5,0.495064038
221,6,0.537729059
221,7,0.650897128
221,8,0.455102812
221,9,0.521778469
221,10,0.393167465
221,11,0.466588957
221,12,-0.036036285
222,1,-0.04656847
222,2,0.457217598
222,3,0.126455938
222,4,0.078452921
222,5,0.116006813
222,6,0.683460182
222,7,0.438850707
222,8,-0.204617294
